"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"220796_x_at",2728.97454038033,3917.32417329193,6.11083741202305,7.27775820976458e-09,3.1909497202797e-07,0.252280865678752,"SLC35E1"
"224774_s_at",171.191427277049,347.653558677019,6.09395653609498,7.92877162135752e-09,3.41611968792532e-07,0.228990765675666,"NAV1"
"208610_s_at",3019.18350154571,4262.31987988075,6.08179529116865,8.43285422663647e-09,3.59646103620397e-07,0.212226220976577,"SRRM2"
"208549_x_at",734.75736821541,1387.45857268323,6.07683170871455,8.64751455390344e-09,3.67575166221686e-07,0.205387206847235,"PTMA"
"222620_s_at",763.684543481967,1477.30607068323,6.05517987589592,9.64830945231214e-09,4.01767950727469e-07,0.175577672774861,"DNAJC1"
"217941_s_at",807.781236427869,1214.88667571429,6.05207535160361,9.80082187298911e-09,4.05737076144529e-07,0.171306576972283,"ERBIN"
"206562_s_at",396.696426194754,646.379614658385,6.03915695691937,1.04612474017025e-08,4.28440975047254e-07,0.153542345472428,"CSNK1A1"
"225240_s_at",543.846306283606,824.330866838509,6.03008639472986,1.09508505536279e-08,4.42199227488632e-07,0.141077489063382,"MSI2"
"242579_at",332.338320859017,472.817956844721,6.0233460826612,1.13291617771302e-08,4.54454820370209e-07,0.131819279469898,"BMPR1B"
"217546_at",252.897179610492,356.122387776397,6.01706998477862,1.16929266323862e-08,4.67332429550961e-07,0.123202078009551,"MT1M"
"208623_s_at",549.411437227869,560.425610765217,6.01547510821324,1.17871767322591e-08,4.70411596960778e-07,0.121012803580496,"EZR"
"238851_at",155.016096313934,251.61132147205,6.00934873220622,1.21561961249929e-08,4.81623205169557e-07,0.112605145750101,"ANKRD13A"
"43427_at",549.038993064754,629.15932,6.00069090277154,1.2697083869252e-08,4.9800076079724e-07,0.100728743683434,"ACACB"
"227959_at",122.415101500164,155.308616944099,5.99729259041133,1.2915779059535e-08,5.05852593180571e-07,0.0960688169335873,"ANKRD9"
"212923_s_at",279.443428811476,392.326850776398,5.99438320759644,1.31059412147278e-08,5.11468476741786e-07,0.092080105234289,"PXDC1"
"210640_s_at",148.522766782131,183.683148031056,5.99253623516665,1.32280842782896e-08,5.15499292883451e-07,0.0895483091419553,"GPER1"
"226062_x_at",641.520490319016,946.531499416149,5.99198685190605,1.32646307213746e-08,5.16555330976609e-07,0.0887952801043372,"MINDY1"
"204270_at",151.826162489016,270.796470819876,5.97066233379108,1.47623148163474e-08,5.63244635438794e-07,0.0595859321043557,"SKI"
"31874_at",902.664292385246,1887.54303128571,5.96374044147239,1.52831956523602e-08,5.77876018183122e-07,0.0501129690761504,"GAS2L1"
"214594_x_at",728.738746236066,1106.88923480124,5.94404345035373,1.68659972224851e-08,6.2731183546896e-07,0.0231791708363049,"ATP8B1"
"201502_s_at",503.644213181968,845.98882757764,5.92479167879274,1.85678617224492e-08,6.77702162666829e-07,-0.00311331264477133,"NFKBIA"
"233216_at",74.8391027780328,121.446801150932,5.91357101682937,1.96362436434601e-08,7.07720251289508e-07,-0.0184225981533954,"ZDHHC21"
